DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ERK_N,GSK3B_N,JNK_N,TRKA_N,RSK_N,APP_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,pS6_N,SYP_N,CaNA_N,class
0.296794075,0.368969606,0.274867689,1.580916769,2.199810058,0.22960664,0.199042083,1.234776071,0.154116031,1.069346968,0.330103992,0.275447976,0.338436508,0.245219202,0.603949894,0.340435833,0.959573114,1.483041188,0.50504831,0.364498459,0.312628793,0.343937672,0.211991509,1.208979986,1.004003861,0.248617793,0.50918972,0.166582427,0.337769191,0.327685296,0.408831661,0.373332729,0.631512632,0.512598142,0.289213366,0.478218175,0.305834357,0.316714291,0.379602804,0.59534737,0.111564581,0.514522172,0.158724867,2.209142236,0.289480137,0.209525534,0.743095396,0.128038806,0.171275224,0.168970859,0.090550561,0.124586889,0.140331796,0.115136409,0.12453769,0.232627921,0.136500288,0.403218285,0.253724155,1.096611122,1.736374837,0.148859968,0.925602773,0.815668675,0.192033771,0.090550561,0.416905428,1.45596234,0
0.284641537,0.348426962,0.267017866,1.511666557,1.987315538,0.23057986,0.200668767,1.166038041,0.149987414,1.033631953,0.310199403,0.274008639,0.335625673,0.24249448,0.581716852,0.325633867,0.911546769,1.44176521,0.507539717,0.336910764,0.307333262,0.342648212,0.214526962,1.069136357,0.972539528,0.248048347,0.492336223,0.167022571,0.332240812,0.326536205,0.407721433,0.376906055,0.623440451,0.510133374,0.281889339,0.473624174,0.301700427,0.316545807,0.375496992,0.612750792,0.107465833,0.494644682,0.156622202,2.253670537,0.289038909,0.20097989,0.708983606,0.125200336,0.172366474,0.167764096,0.089538484,0.123268889,0.138225205,0.11420816,0.125105503,0.232280814,0.136146667,0.399318607,0.254091626,1.064628914,1.718457196,0.151355969,0.920698011,0.813880443,0.191960595,0.089538484,0.416476333,1.434771697,0
0.272488999,0.327884317,0.259168042,1.442416345,1.774821018,0.23155308,0.20229545,1.097300011,0.145858798,0.997916939,0.290294814,0.272569302,0.332814839,0.239769759,0.55948381,0.310831901,0.863520424,1.400489232,0.510031124,0.309323068,0.30203773,0.341358751,0.217062415,0.929292728,0.941075195,0.2474789,0.475482727,0.167462714,0.326712434,0.325387115,0.406611206,0.380479381,0.615368271,0.507668606,0.274565312,0.469030174,0.297566496,0.316377322,0.371391179,0.630154214,0.103367085,0.474767193,0.154519537,2.298198838,0.288597682,0.192434247,0.674871816,0.122361867,0.173457725,0.166557333,0.088526407,0.121950889,0.136118613,0.113279912,0.125673316,0.231933706,0.135793046,0.39541893,0.254459097,1.032646705,1.700539555,0.15385197,0.915793249,0.812092212,0.191887419,0.088526407,0.416047238,1.413581054,0
0.260336461,0.307341672,0.251318218,1.373166133,1.562326498,0.2325263,0.203922133,1.028561982,0.141730181,0.962201924,0.270390225,0.271129965,0.330004005,0.237045037,0.537250768,0.296029935,0.815494078,1.359213254,0.512522531,0.281735373,0.296742199,0.340069291,0.219597868,0.789449099,0.909610862,0.246909454,0.45862923,0.167902858,0.321184056,0.324238024,0.405500978,0.384052707,0.60729609,0.505203838,0.267241286,0.464436174,0.293432565,0.316208838,0.367285367,0.647557635,0.099268337,0.454889704,0.152416873,2.342727139,0.288156454,0.183888603,0.640760026,0.119523397,0.174548975,0.16535057,0.08751433,0.120632889,0.134012021,0.112351663,0.126241129,0.231586599,0.135439425,0.391519253,0.254826567,1.000664497,1.682621914,0.156347972,0.910888488,0.81030398,0.191814243,0.08751433,0.415618143,1.39239041,0
0.248183923,0.286799028,0.243468395,1.303915921,1.349831977,0.23349952,0.205548816,0.959823952,0.137601565,0.92648691,0.250485636,0.269690629,0.32719317,0.234320316,0.515017726,0.281227969,0.767467733,1.317937276,0.515013937,0.254147677,0.291446668,0.338779831,0.222133321,0.64960547,0.878146529,0.246340008,0.441775733,0.168343001,0.315655677,0.323088933,0.404390751,0.387626032,0.59922391,0.502739071,0.259917259,0.459842173,0.289298634,0.316040353,0.363179554,0.664961057,0.095169589,0.435012215,0.150314208,2.38725544,0.287715227,0.175342959,0.606648236,0.116684927,0.175640226,0.164143807,0.086502253,0.119314889,0.131905429,0.111423414,0.126808942,0.231239492,0.135085803,0.387619575,0.255194038,0.968682288,1.664704272,0.158843973,0.905983726,0.808515748,0.191741068,0.086502253,0.415189048,1.371199767,0
0.236031385,0.266256383,0.235618571,1.234665709,1.137337457,0.23447274,0.207175499,0.891085922,0.133472948,0.890771895,0.230581047,0.268251292,0.324382336,0.231595595,0.492784684,0.266426003,0.719441387,1.276661298,0.517505344,0.226559982,0.286151136,0.33749037,0.224668775,0.50976184,0.846682196,0.245770561,0.424922236,0.168783144,0.310127299,0.321939843,0.403280523,0.391199358,0.591151729,0.500274303,0.252593233,0.455248173,0.285164704,0.315871869,0.359073741,0.682364479,0.091070841,0.415134726,0.148211544,2.431783741,0.287273999,0.166797316,0.572536446,0.113846457,0.176731477,0.162937044,0.085490175,0.117996889,0.129798837,0.110495165,0.127376755,0.230892384,0.134732182,0.383719898,0.255561509,0.93670008,1.646786631,0.161339975,0.901078964,0.806727516,0.191667892,0.085490175,0.414759953,1.350009124,0
0.223878847,0.245713738,0.227768748,1.165415498,0.924842937,0.23544596,0.208802182,0.822347893,0.129344332,0.85505688,0.210676458,0.266811955,0.321571502,0.228870873,0.470551642,0.251624037,0.671415042,1.23538532,0.519996751,0.198972286,0.280855605,0.33620091,0.227204228,0.369918211,0.815217863,0.245201115,0.40806874,0.169223288,0.30459892,0.320790752,0.402170296,0.394772684,0.583079549,0.497809535,0.245269206,0.450654173,0.281030773,0.315703384,0.354967929,0.6997679,0.086972093,0.395257237,0.146108879,2.476312041,0.286832771,0.158251672,0.538424656,0.111007988,0.177822727,0.161730281,0.084478098,0.116678888,0.127692245,0.109566916,0.127944568,0.230545277,0.134378561,0.37982022,0.25592898,0.904717871,1.62886899,0.163835976,0.896174203,0.804939284,0.191594716,0.084478098,0.414330857,1.32881848,0
0.211726309,0.225171094,0.219918924,1.096165286,0.712348417,0.23641918,0.210428865,0.753609863,0.125215715,0.819341866,0.190771869,0.265372618,0.318760667,0.226146152,0.4483186,0.236822071,0.623388696,1.194109342,0.522488158,0.171384591,0.275560074,0.33491145,0.229739681,0.230074582,0.78375353,0.244631669,0.391215243,0.169663431,0.299070542,0.319641661,0.401060068,0.39834601,0.575007368,0.495344767,0.23794518,0.446060172,0.276896842,0.3155349,0.350862116,0.717171322,0.082873345,0.375379747,0.144006214,2.520840342,0.286391544,0.149706028,0.504312866,0.108169518,0.178913978,0.160523518,0.083466021,0.115360888,0.125585653,0.108638667,0.128512381,0.23019817,0.13402494,0.375920543,0.25629645,0.872735662,1.610951349,0.166331977,0.891269441,0.803151052,0.19152154,0.083466021,0.413901762,1.307627837,0
0.199573771,0.204628449,0.212069101,1.026915074,0.499853896,0.2373924,0.212055548,0.684871833,0.121087099,0.783626851,0.17086728,0.263933281,0.315949833,0.223421431,0.426085558,0.222020105,0.575362351,1.152833364,0.524979565,0.143796895,0.270264542,0.33362199,0.232275134,0.090230953,0.752289197,0.244062223,0.374361746,0.170103575,0.293542164,0.318492571,0.399949841,0.401919335,0.566935188,0.49288,0.230621153,0.441466172,0.272762912,0.315366416,0.346756303,0.734574744,0.078774597,0.355502258,0.14190355,2.565368643,0.285950316,0.141160385,0.470201076,0.105331048,0.180005229,0.159316755,0.082453944,0.114042888,0.123479061,0.107710418,0.129080194,0.229851062,0.133671318,0.372020866,0.256663921,0.840753454,1.593033708,0.168827979,0.886364679,0.80136282,0.191448364,0.082453944,0.413472667,1.286437194,0
0.187421233,0.184085805,0.204219277,0.957664862,0.287359376,0.23836562,0.213682231,0.616133804,0.116958482,0.747911837,0.150962691,0.262493944,0.313138999,0.220696709,0.403852516,0.207218139,0.527336005,1.111557386,0.527470971,0.1162092,0.264969011,0.332332529,0.234810587,-0.049612676,0.720824864,0.243492776,0.357508249,0.170543718,0.288013785,0.31734348,0.398839613,0.405492661,0.558863007,0.490415232,0.223297127,0.436872171,0.268628981,0.315197931,0.342650491,0.751978165,0.07467585,0.335624769,0.139800885,2.609896944,0.285509089,0.132614741,0.436089286,0.102492578,0.181096479,0.158109992,0.081441867,0.112724888,0.121372469,0.106782169,0.129648007,0.229503955,0.133317697,0.368121188,0.257031392,0.808771245,1.575116066,0.17132398,0.881459918,0.799574588,0.191375188,0.081441867,0.413043572,1.26524655,0
0.175268695,0.16354316,0.196369454,0.88841465,0.074864856,0.239338839,0.215308914,0.547395774,0.112829866,0.712196822,0.131058102,0.261054608,0.310328164,0.217971988,0.381619474,0.192416173,0.47930966,1.070281408,0.529962378,0.088621504,0.25967348,0.331043069,0.237346041,-0.189456306,0.689360531,0.24292333,0.340654753,0.170983862,0.282485407,0.316194389,0.397729386,0.409065987,0.550790827,0.487950464,0.2159731,0.432278171,0.26449505,0.315029447,0.338544678,0.769381587,0.070577102,0.31574728,0.137698221,2.654425245,0.285067861,0.124069097,0.401977496,0.099654109,0.18218773,0.156903229,0.08042979,0.111406888,0.119265877,0.10585392,0.13021582,0.229156847,0.132964076,0.364221511,0.257398863,0.776789037,1.557198425,0.173819981,0.876555156,0.797786356,0.191302012,0.08042979,0.412614477,1.244055907,0
0.163116158,0.143000515,0.18851963,0.819164438,-0.137629664,0.240312059,0.216935597,0.478657744,0.108701249,0.676481807,0.111153513,0.259615271,0.30751733,0.215247266,0.359386432,0.177614207,0.431283314,1.02900543,0.532453785,0.061033809,0.254377948,0.329753609,0.239881494,-0.329299935,0.657896198,0.242353884,0.323801256,0.171424005,0.276957028,0.315045299,0.396619158,0.412639312,0.542718647,0.485485697,0.208649073,0.427684171,0.260361119,0.314860962,0.334438866,0.786785009,0.066478354,0.295869791,0.135595556,2.698953546,0.284626634,0.115523454,0.367865706,0.096815639,0.18327898,0.155696466,0.079417713,0.110088887,0.117159285,0.104925671,0.130783633,0.22880974,0.132610455,0.360321834,0.257766333,0.744806828,1.539280784,0.176315983,0.871650394,0.795998124,0.191228836,0.079417713,0.412185382,1.222865264,0
0.15096362,0.122457871,0.180669807,0.749914226,-0.350124185,0.241285279,0.21856228,0.409919715,0.104572633,0.640766793,0.091248924,0.258175934,0.304706496,0.212522545,0.337153391,0.162812241,0.383256969,0.987729452,0.534945192,0.033446114,0.249082417,0.328464148,0.242416947,-0.469143564,0.626431865,0.241784438,0.306947759,0.171864149,0.27142865,0.313896208,0.395508931,0.416212638,0.534646466,0.483020929,0.201325047,0.42309017,0.256227189,0.314692478,0.330333053,0.80418843,0.062379606,0.275992301,0.133492891,2.743481847,0.284185406,0.10697781,0.333753916,0.093977169,0.184370231,0.154489703,0.078405636,0.108770887,0.115052693,0.103997422,0.131351446,0.228462633,0.132256833,0.356422156,0.258133804,0.71282462,1.521363143,0.178811984,0.866745633,0.794209892,0.19115566,0.078405636,0.411756287,1.20167462,0
0.138811082,0.101915226,0.172819983,0.680664015,-0.562618705,0.242258499,0.220188963,0.341181685,0.100444016,0.605051778,0.071344335,0.256736597,0.301895662,0.209797824,0.314920349,0.148010275,0.335230623,0.946453474,0.537436598,0.005858418,0.243786886,0.327174688,0.2449524,-0.608987193,0.594967532,0.241214991,0.290094262,0.172304292,0.265900272,0.312747117,0.394398703,0.419785964,0.526574286,0.480556161,0.19400102,0.41849617,0.252093258,0.314523993,0.32622724,0.821591852,0.058280858,0.256114812,0.131390227,2.788010148,0.283744179,0.098432167,0.299642126,0.0911387,0.185461482,0.15328294,0.077393559,0.107452887,0.112946101,0.103069173,0.131919259,0.228115525,0.131903212,0.352522479,0.258501275,0.680842411,1.503445502,0.181307986,0.861840871,0.79242166,0.191082484,0.077393559,0.411327192,1.180483977,0
